48.1529998,17.073
48.1529998,17.0730002
48.1529997,17.0730002
48.1529999,17.0730003
48.153,17.0730003
48.1530001,17.0730004
48.1529999,17.0730006
48.1529999,17.0730005
48.1529998,17.0730007
48.1529997,17.0730009
48.1529996,17.0730007
48.1529994,17.0730008
48.1529991,17.073001
48.1529995,17.073001
48.1529993,17.073001
48.1529994,17.0730011
48.1529996,17.073001
48.1529995,17.0730011
48.1529994,17.0730009
48.1529995,17.0730007
48.1529994,17.0730008
48.1529995,17.0730006
48.1529997,17.0730005
48.1529999,17.0730003
48.1529999,17.0730005
48.1529997,17.0730003
48.1529999,17.0730005
48.153,17.0730006
48.1530002,17.0730004
48.153,17.0730002
48.1529998,17.0730003
48.1529996,17.0730002
48.1529995,17.0730002
48.1529996,17.0730002
48.1529998,17.0730002
48.1529998,17.0730004
48.153,17.0730005
48.153,17.0730003
48.1530001,17.0730003
48.1530001,17.0730002
48.1530002,17.0730002
48.1530001,17.0730004
48.1530003,17.0730006
48.1530005,17.0730008
48.1530004,17.0730007
48.1530006,17.0730007
48.1530005,17.0730009
48.1530005,17.0730009
48.1530005,17.0730008
48.1530007,17.073001
48.1530006,17.073001
48.1530008,17.0730012
48.1530007,17.0730013
48.1530005,17.0730013
48.1530007,17.0730013
48.1530005,17.0730014
48.1530005,17.0730016
48.1530004,17.0730014
48.1530003,17.0730014
48.1530005,17.0730012
48.1530003,17.073001
48.1530002,17.0730008
48.1530004,17.0730007
48.1530003,17.0730007
48.1530001,17.0730008
48.1530003,17.0730007
48.1530002,17.0730009
48.153,17.0730006
48.1530004,17.0730008
48.1530004,17.073001
48.1530005,17.073001
48.1530004,17.073001
48.1530004,17.073001
48.1530004,17.0730011
48.1530003,17.0730009
48.1530002,17.0730011
48.1530002,17.0730012
48.1530002,17.0730014
48.1530003,17.0730017
48.1530003,17.0730013
48.1530001,17.0730014
48.1530003,17.0730014
48.1530004,17.0730013
48.1530003,17.0730015
48.1530001,17.0730017
48.153,17.0730018
48.1529998,17.0730017
48.1529996,17.0730016
48.1522814,17.072596
48.1522815,17.0725961
48.1522814,17.0726634
48.1522814,17.0727307
48.1522814,17.072798
48.1522814,17.0728653
48.1522814,17.0729327
48.1522812,17.072933
48.1522814,17.073
48.1522814,17.0730673
48.1522814,17.0731347
48.1522814,17.073202
48.1522814,17.0732693
48.1522817,17.073269
48.1522814,17.0733366
48.1522814,17.073404
48.1522814,17.0734713
48.1522814,17.0735386
48.1523824,17.0735386
48.1523824,17.0735384
48.1523824,17.0734713
48.1523824,17.073404
48.1523824,17.0733366
48.1523824,17.0732693
48.1523824,17.073202
48.1523826,17.0732019
48.1523824,17.0731347
48.1523824,17.0730673
48.1523824,17.073
48.1523824,17.0729327
48.1523824,17.0728653
48.1523825,17.0728652
48.1523824,17.072798
48.1523824,17.0727307
48.1523824,17.0726634
48.1523824,17.072596
48.1524835,17.072596
48.1524835,17.0725959
48.1524835,17.0726634
48.1524835,17.0727307
48.1524835,17.072798
48.1524835,17.0728653
48.1524835,17.0729327
48.1524832,17.0729328
48.1524835,17.073
48.1524835,17.0730673
48.1524835,17.0731347
48.1524835,17.073202
48.1524835,17.0732693
48.1524834,17.0732693
48.1524835,17.0733366
48.1524835,17.073404
48.1524835,17.0734713
48.1524835,17.0735386
48.1525845,17.0735386
48.1525848,17.0735385
48.1525845,17.0734713
48.1525845,17.073404
48.1525845,17.0733366
48.1525845,17.0732693
48.1525845,17.073202
48.1525844,17.0732022
48.1525845,17.0731347
48.1525845,17.0730673
48.1525845,17.073
48.1525845,17.0729327
48.1525845,17.0728653
48.1525846,17.072865
48.1525845,17.072798
48.1525845,17.0727307
48.1525845,17.0726634
48.1525845,17.072596
48.1526856,17.072596
48.1526854,17.0725957
48.1526856,17.0726634
48.1526856,17.0727307
48.1526856,17.072798
48.1526856,17.0728653
48.1526856,17.0729327
48.1526854,17.0729326
48.1526856,17.073
48.1526856,17.0730673
48.1526856,17.0731347
48.1526856,17.073202
48.1526856,17.0732693
48.1526859,17.0732692
48.1526856,17.0733366
48.1526856,17.073404
48.1526856,17.0734713
48.1526856,17.0735386
48.1533539,17.0732154
48.1533541,17.0732156
48.1533587,17.0731975
48.1533635,17.0731795
48.1533683,17.0731616
48.1533683,17.0731379
48.1533683,17.0731142
48.1533683,17.0730905
48.1533683,17.0730668
48.1533683,17.0730431
48.1533563,17.0730287
48.1533444,17.0730144
48.1533324,17.073
48.1533228,17.073018
48.1533132,17.0730359
48.1533036,17.0730539
48.1533008,17.0730754
48.1532979,17.0730969
48.153295,17.0731185
48.1532921,17.07314
48.1532893,17.0731616
48.1532797,17.0731795
48.1532701,17.0731975
48.1532605,17.0732154
48.1532485,17.0732011
48.1532366,17.0731867
48.1532246,17.0731724
48.1532246,17.0731465
48.1532246,17.0731206
48.1532246,17.0730948
48.1532246,17.0730689
48.1532246,17.0730431
48.1532318,17.0730215
48.153239,17.073
48.1532246,17.0733097
48.1532425,17.0733097
48.1532605,17.0733097
48.1532785,17.0733097
48.1532964,17.0733097
48.1533144,17.0733097
48.1533324,17.0733097
48.1533503,17.0733097
48.1533683,17.0733097
48.1533683,17.0735251
48.1533603,17.0735012
48.1533523,17.0734773
48.1533444,17.0734533
48.1533364,17.0734294
48.1533284,17.0734054
48.1533204,17.0733815
48.1533124,17.0733576
48.1533044,17.0733336
48.1533044,17.0733336
48.1532964,17.0733097
48.1532885,17.0733336
48.1532805,17.0733576
48.1532725,17.0733815
48.1532645,17.0734054
48.1532565,17.0734294
48.1532485,17.0734533
48.1532405,17.0734773
48.1532326,17.0735012
48.1532246,17.0735251
48.1532964,17.0736517
48.1532964,17.0736768
48.1532964,17.073702
48.1532964,17.0737271
48.1532964,17.0737522
48.1532964,17.0737774
48.1532964,17.0738025
48.1533539,17.0741445
48.1533587,17.0741266
48.1533635,17.0741086
48.1533683,17.0740907
48.1533683,17.074067
48.1533683,17.0740433
48.1533683,17.0740196
48.1533683,17.0739959
48.1533683,17.0739722
48.1533563,17.0739578
48.1533444,17.0739434
48.1533324,17.0739291
48.1533144,17.0739291
48.1532964,17.0739291
48.1532785,17.0739291
48.1532605,17.0739291
48.1532485,17.0739434
48.1532366,17.0739578
48.1532246,17.0739722
48.1532246,17.0739959
48.1532246,17.0740196
48.1532246,17.0740433
48.1532246,17.074067
48.1532246,17.0740907
48.1532294,17.0741086
48.1532342,17.0741266
48.153239,17.0741445
48.1533683,17.0744542
48.1533683,17.0744273
48.1533683,17.0744004
48.1533683,17.0743734
48.1533683,17.0743465
48.1533683,17.0743196
48.1533686,17.0743196
48.1533683,17.0742926
48.1533683,17.0742657
48.1533683,17.0742388
48.1533503,17.0742388
48.1533324,17.0742388
48.1533144,17.0742388
48.1532964,17.0742388
48.1532785,17.0742388
48.1532605,17.0742388
48.1532425,17.0742388
48.1532246,17.0742388
48.1532246,17.0742657
48.1532246,17.0742926
48.1532246,17.0743196
48.1532246,17.0743465
48.1532246,17.0743734
48.1532246,17.0744004
48.1532246,17.0744273
48.1532246,17.0744542
48.1532964,17.0742388
48.1532964,17.0742657
48.1532964,17.0742926
48.1532964,17.0743196
48.1532964,17.0743465
48.1532964,17.0743734
48.1532964,17.0744004
48.1532246,17.0745485
48.1532425,17.0745485
48.1532605,17.0745485
48.1532785,17.0745485
48.1532964,17.0745485
48.1533144,17.0745485
48.1533324,17.0745485
48.1533503,17.0745485
48.1533683,17.0745485
48.1533683,17.0745754
48.1533683,17.0746023
48.1533683,17.0746293
48.1533683,17.0746562
48.1533683,17.0746831
48.1533683,17.0747101
48.1533563,17.074728
48.1533444,17.074746
48.1533324,17.0747639
48.1533204,17.074746
48.1533084,17.074728
